start_location,end_location,total_cost
PL11,CZ02,512
PL11,CZ03,618
PL11,CZ04,621
PL11,CZ05,439
PL11,CZ06,458
PL11,CZ07,340
PL11,CZ08,269
PL11,DE11,1221
PL11,DE12,1266
PL11,DE13,1406
PL11,DE14,1300
PL11,DE21,1134
PL11,DE22,979
PL11,DE23,946
PL11,DE24,933
PL11,DE25,1023
PL11,DE26,1097
PL11,DE27,1216
PL11,DE30,845
PL11,DE40,812
PL11,DE50,1310
PL11,DE60,1304
PL11,DE71,1271
PL11,DE72,1242
PL11,DE73,1134
PL11,DE80,1087
PL11,DE91,1053
PL11,DE92,1153
PL11,DE93,1254
PL11,DE94,1360
PL11,DEA1,1359
PL11,DEA2,1355
PL11,DEA3,1360
PL11,DEA4,1243
PL11,DEA5,1277
PL11,DEB1,1265
PL11,DEB2,1413
PL11,DEB3,1279
PL11,DEC0,1403
PL11,DED2,630
PL11,DED4,741
PL11,DED5,761
PL11,DEE0,888
PL11,DEF0,1311
PL11,DEG0,903
PL11,DK01,1905
PL11,DK02,1860
PL11,DK03,1736
PL11,DK04,1791
PL11,DK05,1946
PL11,EE00,952
PL11,EL11,1783
PL11,EL12,1826
PL11,EL13,1912
PL11,EL14,1992
PL11,EL21,2093
PL11,EL22,2382
PL11,EL23,2232
PL11,EL24,2172
PL11,EL25,2400
PL11,EL30,2385
PL11,EL41,2516
PL11,EL42,2943
PL11,EL43,3337
PL11,ES11,3403
PL11,ES12,3183
PL11,ES13,3025
PL11,ES21,2904
PL11,ES22,2915
PL11,ES23,2959
PL11,ES24,3095
PL11,ES30,3246
PL11,ES41,3122
PL11,ES42,3332
PL11,ES43,3391
PL11,ES51,2908
PL11,ES52,3389
PL11,ES53,3823
PL11,ES61,3690
PL11,ES62,3408
PL11,ES63,4096
PL11,ES64,4351
PL11,ES70,7779
PL11,FI19,1960
PL11,FI1B,1779
PL11,FI1C,1898
PL11,FI1D,2345
PL11,FI20,2146
PL11,FR10,2108
PL11,FR21,1714
PL11,FR22,1889
PL11,FR23,2122
PL11,FR24,2217
PL11,FR25,2285
PL11,FR26,1943
PL11,FR30,1746
PL11,FR41,1551
PL11,FR42,1418
PL11,FR43,1691
PL11,FR51,2598
PL11,FR52,2562
PL11,FR53,2557
PL11,FR61,2664
PL11,FR62,2857
PL11,FR63,2363
PL11,FR71,2144
PL11,FR72,2152
PL11,FR81,2667
PL11,FR82,2495
PL11,FR83,2590
PL11,HR03,1303
PL11,HR04,915
PL11,HU10,673
PL11,HU21,658
PL11,HU22,636
PL11,HU23,754
PL11,HU31,599
PL11,HU32,649
PL11,HU33,775
PL11,IE01,3314
PL11,IE02,3192
PL11,ITC1,2044
PL11,ITC2,2079
PL11,ITC3,2094
PL11,ITC4,1797
PL11,ITF1,2071
PL11,ITF2,2268
PL11,ITF3,2371
PL11,ITF4,2548
PL11,ITF5,2543
PL11,ITF6,2830
PL11,ITG1,3285
PL11,ITG2,3078
PL11,ITH1,1427
PL11,ITH2,1560
PL11,ITH3,1492
PL11,ITH4,1298
PL11,ITH5,1682
PL11,ITI1,1789
PL11,ITI2,1861
PL11,ITI3,1862
PL11,ITI4,2025
PL11,LT00,559
PL11,LU00,1557
PL11,LV00,725
PL11,MT00,3646
PL11,NL11,1547
PL11,NL12,1609
PL11,NL13,1539
PL11,NL21,1499
PL11,NL22,1567
PL11,NL23,1598
PL11,NL31,1628
PL11,NL32,1658
PL11,NL33,1713
PL11,NL34,1676
PL11,NL41,1590
PL11,NL42,1521
PL11,PL11,77
PL11,PL12,181
PL11,PL21,261
PL11,PL22,196
PL11,PL31,287
PL11,PL32,328
PL11,PL33,165
PL11,PL34,327
PL11,PL41,274
PL11,PL42,531
PL11,PL43,429
PL11,PL51,310
PL11,PL52,201
PL11,PL61,274
PL11,PL62,350
PL11,PL63,441
PL11,PT11,3400
PL11,PT15,3686
PL11,PT16,3464
PL11,PT17,3696
PL11,PT18,3515
PL11,PT20,8407
PL11,PT30,6693
PL11,RO11,700
PL11,RO12,828
PL11,RO21,935
PL11,RO22,1094
PL11,RO31,991
PL11,RO32,1037
PL11,RO41,955
PL11,RO42,801
PL11,SE11,2154
PL11,SE12,2210
PL11,SE21,1958
PL11,SE22,1910
PL11,SE23,2218
PL11,SE31,2374
PL11,SE32,2503
PL11,SE33,2870
PL11,SI01,941
PL11,SI02,1055
PL11,SK01,521
PL11,SK02,448
PL11,SK03,410
PL11,SK04,463
PL11,UKC1,2551
PL11,UKC2,2609
PL11,UKD1,2640
PL11,UKD3,2537
PL11,UKD4,2573
PL11,UKD6,2514
PL11,UKD7,2518
PL11,UKE1,2506
PL11,UKE2,2550
PL11,UKE3,2467
PL11,UKE4,2511
PL11,UKF1,2419
PL11,UKF2,2341
PL11,UKF3,2415
PL11,UKG1,2402
PL11,UKG2,2436
PL11,UKG3,2415
PL11,UKH1,2324
PL11,UKH2,2296
PL11,UKH3,2250
PL11,UKI1,2392
PL11,UKI2,2313
PL11,UKJ1,2355
PL11,UKJ2,2297
PL11,UKJ3,2378
PL11,UKJ4,2210
PL11,UKK1,2402
PL11,UKK2,2396
PL11,UKK3,2608
PL11,UKK4,2517
PL11,UKL1,2504
PL11,UKL2,2484
PL11,UKM2,2832
PL11,UKM3,2802
PL11,UKM5,3037
PL11,UKM6,3137
PL11,UKN0,3281
PL12,AT11,997
PL12,AT12,909
PL12,AT13,905
PL12,AT21,1297
PL12,AT22,1133
PL12,AT31,1146
PL12,AT32,1347
PL12,AT33,1489
PL12,AT34,1624
PL12,BE10,1899
PL12,BE21,1931
PL12,BE22,1871
PL12,BE23,1985
PL12,BE24,1978
PL12,BE25,2074
PL12,BE31,1954
PL12,BE32,2005
PL12,BE33,1843
PL12,BE34,1848
PL12,BE35,1958
PL12,BG31,1142
PL12,BG32,1135
PL12,BG33,1214
PL12,BG34,1305
PL12,BG41,1229
PL12,BG42,1299
PL12,CY00,3322
PL12,CZ01,683
PL12,CZ02,684
PL12,CZ03,787
PL12,CZ04,775
PL12,CZ05,606
PL12,CZ06,574
PL12,CZ07,470
PL12,CZ08,399
PL12,DE11,1415
PL12,DE12,1446
PL12,DE13,1613
PL12,DE14,1501
PL12,DE21,1320
PL12,DE22,1165
PL12,DE23,1132
PL12,DE24,1117
PL12,DE25,1209
PL12,DE26,1270
PL12,DE27,1400
PL12,DE30,1031
PL12,DE40,957
PL12,DE50,1487
PL12,DE60,1524
PL12,DE71,1440
PL12,DE72,1415
PL12,DE73,1325
PL12,DE80,1195
PL12,DE91,1271
PL12,DE92,1334
PL12,DE93,1446
PL12,DE94,1543
PL12,DEA1,1635
PL12,DEA2,1635
PL12,DEA3,1567
PL12,DEA4,1437
PL12,DEA5,1537
PL12,DEB1,1435
PL12,DEB2,1595
PL12,DEB3,1470
PL12,DEC0,1590
PL12,DED2,813
PL12,DED4,918
PL12,DED5,937
PL12,DEE0,1112
PL12,DEF0,1513
PL12,DEG0,1079
PL12,DK01,2088
PL12,DK02,2051
PL12,DK03,1917
PL12,DK04,1971
PL12,DK05,2130
PL12,EE00,795
PL12,EL11,1799
PL12,EL12,1752
PL12,EL13,1813
PL12,EL14,1922
PL12,EL21,1986
PL12,EL22,2278
PL12,EL23,2103
PL12,EL24,2042
PL12,EL25,2326
PL12,EL30,2317
PL12,EL41,2461
PL12,EL42,2944
PL12,EL43,3257
PL12,ES11,3620
PL12,ES12,3387
PL12,ES13,3209
PL12,ES21,3112
PL12,ES22,3098
PL12,ES23,3143
PL12,ES24,3291
PL12,ES30,3477
PL12,ES41,3305
PL12,ES42,3505
PL12,ES43,3630
PL12,ES51,3122
PL12,ES52,3511
PL12,ES53,4006
PL12,ES61,3875
PL12,ES62,3635
PL12,ES63,4274
PL12,ES64,4516
PL12,ES70,7913
PL12,FI19,1821
PL12,FI1B,1585
PL12,FI1C,1716
PL12,FI1D,2068
PL12,FI20,1978
PL12,FR10,2433
PL12,FR21,1906
PL12,FR22,2149
PL12,FR23,2368
PL12,FR24,2532
PL12,FR25,2561
PL12,FR26,2145
PL12,FR30,1991
PL12,FR41,1734
PL12,FR42,1632
PL12,FR43,1895
PL12,FR51,2964
PL12,FR52,2836
PL12,FR53,2870
PL12,FR61,2835
PL12,FR62,3096
PL12,FR63,2522
PL12,FR71,2339
PL12,FR72,2363
PL12,FR81,2833
PL12,FR82,2709
PL12,FR83,2763
PL12,HR03,1430
PL12,HR04,1057
PL12,HU10,787
PL12,HU21,762
PL12,HU22,743
PL12,HU23,875
PL12,HU31,686
PL12,HU32,709
PL12,HU33,871
PL12,IE01,3574
PL12,IE02,3454
PL12,ITC1,2225
PL12,ITC2,2259
PL12,ITC3,2285
PL12,ITC4,1926
PL12,ITF1,2227
PL12,ITF2,2414
PL12,ITF3,2513
PL12,ITF4,2672
PL12,ITF5,2707
PL12,ITF6,2973
PL12,ITG1,3425
PL12,ITG2,3192
PL12,ITH1,1567
PL12,ITH2,1707
PL12,ITH3,1654
PL12,ITH4,1425
PL12,ITH5,1826
PL12,ITI1,1938
PL12,ITI2,1960
PL12,ITI3,2023
PL12,ITI4,2142
PL12,LT00,418
PL12,LU00,1751
PL12,LV00,580
PL12,MT00,3772
PL12,NL11,1750
PL12,NL12,1820
PL12,NL13,1747
PL12,NL21,1715
PL12,NL22,1749
PL12,NL23,1792
PL12,NL31,1831
PL12,NL32,1869
PL12,NL33,1881
PL12,NL34,1981
PL12,NL41,1821
PL12,NL42,1778
PL12,PL11,181
PL12,PL12,84
PL12,PL21,347
PL12,PL22,317
PL12,PL31,216
PL12,PL32,322
PL12,PL33,214
PL12,PL34,192
PL12,PL41,397
PL12,PL42,580
PL12,PL43,562
PL12,PL51,471
PL12,PL52,354
PL12,PL61,288
PL12,PL62,252
PL12,PL63,435
PL12,PT11,3582
PL12,PT15,3861
PL12,PT16,3632
PL12,PT17,3877
PL12,PT18,3749
PL12,PT20,8647
PL12,PT30,6863
PL12,RO11,724
PL12,RO12,858
PL12,RO21,963
PL12,RO22,1105
PL12,RO31,1030
PL12,RO32,1034
PL12,RO41,971
PL12,RO42,829
PL12,SE11,2181
PL12,SE12,2233
PL12,SE21,2005
PL12,SE22,2054
PL12,SE23,2351
PL12,SE31,2358
PL12,SE32,2546
PL12,SE33,2699
PL12,SI01,1066
PL12,SI02,1215
PL12,SK01,638
PL12,SK02,578
PL12,SK03,527
PL12,SK04,509
PL12,UKC1,2835
PL12,UKC2,2896
PL12,UKD1,2899
PL12,UKD3,2776
PL12,UKD4,2835
PL12,UKD6,2763
PL12,UKD7,2762
PL12,UKE1,2773
PL12,UKE2,2831
PL12,UKE3,2744
PL12,UKE4,2790
PL12,UKF1,2708
PL12,UKF2,2660
PL12,UKF3,2676
PL12,UKG1,2687
PL12,UKG2,2717
PL12,UKG3,2661
PL12,UKH1,2587
PL12,UKH2,2568
PL12,UKH3,2522
PL12,UKI1,2618
PL12,UKI2,2607
PL12,UKJ1,2602
PL12,UKJ2,2562
PL12,UKJ3,2646
PL12,UKJ4,2486
PL12,UKK1,2675
PL12,UKK2,2680
PL12,UKK3,2860
PL12,UKK4,2778
PL12,UKL1,2783
PL12,UKL2,2731
PL12,UKM2,3136
PL12,UKM3,3089
PL12,UKM5,3277
PL12,UKM6,3339
PL12,UKN0,3562
PL21,AT11,667
PL21,AT12,623
PL21,AT13,618
PL21,AT21,1011
PL21,AT22,842
PL21,AT31,862
PL21,AT32,1046
PL21,AT33,1242
PL21,AT34,1466
PL21,BE10,1716
PL21,BE21,1709
PL21,BE22,1636
PL21,BE23,1780
PL21,BE24,1749
PL21,BE25,1857
PL21,BE31,1733
PL21,BE32,1777
PL21,BE33,1641
PL21,BE34,1683
PL21,BE35,1725
PL21,BG31,904
PL21,BG32,928
PL21,BG33,1005
PL21,BG34,1092
PL21,BG41,1040
PL21,BG42,1127
PL21,CY00,3055
PL21,CZ01,543
PL21,CZ02,536
PL21,CZ03,601
PL21,CZ04,629
PL21,CZ05,435
PL21,CZ06,365
PL21,CZ07,276
PL21,CZ08,189
PL21,DE11,1235
PL21,DE12,1279
PL21,DE13,1432
PL21,DE14,1316
PL21,DE21,1153
PL21,DE22,955
PL21,DE23,949
PL21,DE24,1014
PL21,DE25,1046
PL21,DE26,1156
PL21,DE27,1208
PL21,DE30,881
PL21,DE40,861
PL21,DE50,1358
PL21,DE60,1372
PL21,DE71,1346
PL21,DE72,1319
PL21,DE73,1239
PL21,DE80,1138
PL21,DE91,1096
PL21,DE92,1187
PL21,DE93,1287
PL21,DE94,1400
PL21,DEA1,1417
PL21,DEA2,1427
PL21,DEA3,1387
PL21,DEA4,1279
PL21,DEA5,1342
PL21,DEB1,1335
PL21,DEB2,1501
PL21,DEB3,1295
PL21,DEC0,1416
PL21,DED2,710
PL21,DED4,811
PL21,DED5,848
PL21,DEE0,972
PL21,DEF0,1359
PL21,DEG0,974
PL21,DK01,1956
PL21,DK02,1894
PL21,DK03,1772
PL21,DK04,1840
PL21,DK05,1973
PL21,EE00,1156
PL21,EL11,1552
PL21,EL12,1541
PL21,EL13,1629
PL21,EL14,1705
PL21,EL21,1798
PL21,EL22,2095
PL21,EL23,1934
PL21,EL24,1860
PL21,EL25,2132
PL21,EL30,1996
PL21,EL41,2330
PL21,EL42,2724
PL21,EL43,2994
PL21,ES11,3417
PL21,ES12,3195
PL21,ES13,3024
PL21,ES21,2924
PL21,ES22,2929
PL21,ES23,2975
PL21,ES24,3107
PL21,ES30,3288
PL21,ES41,3079
PL21,ES42,3311
PL21,ES43,3427
PL21,ES51,2920
PL21,ES52,3359
PL21,ES53,3825
PL21,ES61,3674
PL21,ES62,3437
PL21,ES63,4093
PL21,ES64,4343
PL21,ES70,7817
PL21,FI19,2261
PL21,FI1B,2020
PL21,FI1C,2148
PL21,FI1D,2537
PL21,FI20,2372
PL21,FR10,2238
PL21,FR21,1723
PL21,FR22,1943
PL21,FR23,2171
PL21,FR24,2194
PL21,FR25,2361
PL21,FR26,1991
PL21,FR30,1797
PL21,FR41,1574
PL21,FR42,1436
PL21,FR43,1672
PL21,FR51,2759
PL21,FR52,2591
PL21,FR53,2526
PL21,FR61,2691
PL21,FR62,2934
PL21,FR63,2361
PL21,FR71,2168
PL21,FR72,2204
PL21,FR81,2652
PL21,FR82,2331
PL21,FR83,2434
PL21,HR03,1192
PL21,HR04,802
PL21,HU10,475
PL21,HU21,505
PL21,HU22,511
PL21,HU23,640
PL21,HU31,382
PL21,HU32,461
PL21,HU33,579
PL21,IE01,3379
PL21,IE02,3229
PL21,ITC1,1826
PL21,ITC2,1840
PL21,ITC3,1893
PL21,ITC4,1616
PL21,ITF1,1942
PL21,ITF2,2126
PL21,ITF3,2219
PL21,ITF4,2377
PL21,ITF5,2405
PL21,ITF6,2693
PL21,ITG1,3120
PL21,ITG2,2928
PL21,ITH1,1322
PL21,ITH2,1459
PL21,ITH3,1361
PL21,ITH4,1187
PL21,ITH5,1563
PL21,ITI1,1677
PL21,ITI2,1715
PL21,ITI3,1731
PL21,ITI4,1903
PL21,LT00,722
PL21,LU00,1620
PL21,LV00,896
PL21,MT00,3519
PL21,NL11,1601
PL21,NL12,1653
PL21,NL13,1583
PL21,NL21,1536
PL21,NL22,1598
PL21,NL23,1643
PL21,NL31,1710
PL21,NL32,1695
PL21,NL33,1716
PL21,NL34,1782
PL21,NL41,1618
PL21,NL42,1573
PL21,PL11,261
PL21,PL12,347
PL21,PL21,87
PL21,PL22,142
PL21,PL31,308
PL21,PL32,218
PL21,PL33,156
PL21,PL34,500
PL21,PL41,480
PL21,PL42,754
PL21,PL43,537
PL21,PL51,401
PL21,PL52,231
PL21,PL61,505
PL21,PL62,563
PL21,PL63,688
PL21,PT11,3405
PL21,PT15,3679
PL21,PT16,3472
PL21,PT17,3713
PL21,PT18,3549
PL21,PT20,8393
PL21,PT30,6638
PL21,RO11,522
PL21,RO12,666
PL21,RO21,765
PL21,RO22,915
PL21,RO31,816
PL21,RO32,843
PL21,RO41,773
PL21,RO42,643
PL21,SE11,2560
PL21,SE12,2503
PL21,SE21,2287
PL21,SE22,1981
PL21,SE23,2210
PL21,SE31,2553
PL21,SE32,2871
PL21,SE33,3193
PL21,SI01,852
PL21,SI02,989
PL21,SK01,394
PL21,SK02,324
PL21,SK03,230
PL21,SK04,241
PL21,UKC1,2647
PL21,UKC2,2659
PL21,UKD1,2682
PL21,UKD3,2591
PL21,UKD4,2619
PL21,UKD6,2571
PL21,UKD7,2597
PL21,UKE1,2538
PL21,UKE2,2611
PL21,UKE3,2546
PL21,UKE4,2577
PL21,UKF1,2478
PL21,UKF2,2409
PL21,UKF3,2456
PL21,UKG1,2474
PL21,UKG2,2495
PL21,UKG3,2472
PL21,UKH1,2388
PL21,UKH2,2354
PL21,UKH3,2329
PL21,UKI1,2375
PL21,UKI2,2363
PL21,UKJ1,2385
PL21,UKJ2,2339
PL21,UKJ3,2448
PL21,UKJ4,2279
PL21,UKK1,2478
PL21,UKK2,2486
PL21,UKK3,2647
PL21,UKK4,2533
PL21,UKL1,2586
PL21,UKL2,2528
PL21,UKM2,2914
PL21,UKM3,2883
PL21,UKM5,3085
PL21,UKM6,3184
PL21,UKN0,3318
PL22,AT11,591
PL22,AT12,519
PL22,AT13,495
PL22,AT21,893
PL22,AT22,722
PL22,AT31,727
PL22,AT32,914
PL22,AT33,1117
PL22,AT34,1326
PL22,BE10,1547
PL22,BE21,1557
PL22,BE22,1518
PL22,BE23,1653
PL22,BE24,1598
PL22,BE25,1712
PL22,BE31,1594
PL22,BE32,1631
PL22,BE33,1493
PL22,BE34,1532
PL22,BE35,1579
PL22,BG31,1013
PL22,BG32,1049
PL22,BG33,1113
PL22,BG34,1202
PL22,BG41,1100
PL22,BG42,1190
PL22,CY00,3279
PL22,CZ01,428
PL22,CZ02,421
PL22,CZ03,496
PL22,CZ04,525
PL22,CZ05,324
PL22,CZ06,283
PL22,CZ07,186
PL22,CZ08,106
PL22,DE11,1096
PL22,DE12,1153
PL22,DE13,1305
PL22,DE14,1177
PL22,DE21,990
PL22,DE22,838
PL22,DE23,825
PL22,DE24,865
PL22,DE25,913
PL22,DE26,1028
PL22,DE27,1089
PL22,DE30,748
PL22,DE40,713
PL22,DE50,1202
PL22,DE60,1206
PL22,DE71,1193
PL22,DE72,1165
PL22,DE73,1104
PL22,DE80,1015
PL22,DE91,963
PL22,DE92,1048
PL22,DE93,1158
PL22,DE94,1256
PL22,DEA1,1277
PL22,DEA2,1295
PL22,DEA3,1253
PL22,DEA4,1144
PL22,DEA5,1207
PL22,DEB1,1212
PL22,DEB2,1332
PL22,DEB3,1185
PL22,DEC0,1286
PL22,DED2,582
PL22,DED4,694
PL22,DED5,704
PL22,DEE0,816
PL22,DEF0,1213
PL22,DEG0,845
PL22,DK01,1795
PL22,DK02,1749
PL22,DK03,1614
PL22,DK04,1693
PL22,DK05,1836
PL22,EE00,1066
PL22,EL11,1721
PL22,EL12,1601
PL22,EL13,1683
PL22,EL14,1754
PL22,EL21,1828
PL22,EL22,2151
PL22,EL23,2011
PL22,EL24,1922
PL22,EL25,2192
PL22,EL30,2177
PL22,EL41,2440
PL22,EL42,2841
PL22,EL43,3047
PL22,ES11,3282
PL22,ES12,3060
PL22,ES13,2892
PL22,ES21,2804
PL22,ES22,2783
PL22,ES23,2855
PL22,ES24,2961
PL22,ES30,3242
PL22,ES41,3010
PL22,ES42,3208
PL22,ES43,3306
PL22,ES51,2825
PL22,ES52,3291
PL22,ES53,3753
PL22,ES61,3543
PL22,ES62,3304
PL22,ES63,3970
PL22,ES64,4244
PL22,ES70,7668
PL22,FI19,2140
PL22,FI1B,1943
PL22,FI1C,2075
PL22,FI1D,2406
PL22,FI20,2332
PL22,FR10,2049
PL22,FR21,1598
PL22,FR22,1804
PL22,FR23,2028
PL22,FR24,2062
PL22,FR25,2228
PL22,FR26,1836
PL22,FR30,1641
PL22,FR41,1418
PL22,FR42,1329
PL22,FR43,1563
PL22,FR51,2601
PL22,FR52,2445
PL22,FR53,2411
PL22,FR61,2553
PL22,FR62,2776
PL22,FR63,2204
PL22,FR71,2033
PL22,FR72,2025
PL22,FR81,2526
PL22,FR82,2239
PL22,FR83,2337
PL22,HR03,1113
PL22,HR04,742
PL22,HU10,484
PL22,HU21,480
PL22,HU22,472
PL22,HU23,588
PL22,HU31,449
PL22,HU32,549
PL22,HU33,604
PL22,IE01,3234
PL22,IE02,3113
PL22,ITC1,1718
PL22,ITC2,1732
PL22,ITC3,1803
PL22,ITC4,1512
PL22,ITF1,1839
PL22,ITF2,2031
PL22,ITF3,2116
PL22,ITF4,2285
PL22,ITF5,2296
PL22,ITF6,2595
PL22,ITG1,3018
PL22,ITG2,2831
PL22,ITH1,1192
PL22,ITH2,1337
PL22,ITH3,1254
PL22,ITH4,1065
PL22,ITH5,1453
PL22,ITI1,1571
PL22,ITI2,1601
PL22,ITI3,1635
PL22,ITI4,1788
PL22,LT00,672
PL22,LU00,1468
PL22,LV00,848
PL22,MT00,3440
PL22,NL11,1446
PL22,NL12,1510
PL22,NL13,1433
PL22,NL21,1403
PL22,NL22,1445
PL22,NL23,1503
PL22,NL31,1530
PL22,NL32,1563
PL22,NL33,1597
PL22,NL34,1635
PL22,NL41,1479
PL22,NL42,1426
PL22,PL11,196
PL22,PL12,317
PL22,PL21,142
PL22,PL22,61
PL22,PL31,369
PL22,PL32,328
PL22,PL33,182
PL22,PL34,458
PL22,PL41,341
PL22,PL42,624
PL22,PL43,412
PL22,PL51,272
PL22,PL52,117
PL22,PL61,418
PL22,PL62,508
PL22,PL63,614
PL22,PT11,3285
PL22,PT15,3556
PL22,PT16,3340
PL22,PT17,3580
PL22,PT18,3435
PL22,PT20,8263
PL22,PT30,6552
PL22,RO11,644
PL22,RO12,777
PL22,RO21,889
PL22,RO22,1030
PL22,RO31,942
PL22,RO32,968
PL22,RO41,876
PL22,RO42,716
PL22,SE11,2410
PL22,SE12,2366
PL22,SE21,2127
PL22,SE22,1830
PL22,SE23,2065
PL22,SE31,2385
PL22,SE32,2777
PL22,SE33,3106
PL22,SI01,725
PL22,SI02,881
PL22,SK01,356
PL22,SK02,282
PL22,SK03,238
PL22,SK04,360
PL22,UKC1,2491
PL22,UKC2,2532
PL22,UKD1,2565
PL22,UKD3,2451
PL22,UKD4,2467
PL22,UKD6,2405
PL22,UKD7,2444
PL22,UKE1,2419
PL22,UKE2,2473
PL22,UKE3,2388
PL22,UKE4,2428
PL22,UKF1,2347
PL22,UKF2,2261
PL22,UKF3,2353
PL22,UKG1,2327
PL22,UKG2,2380
PL22,UKG3,2336
PL22,UKH1,2248
PL22,UKH2,2206
PL22,UKH3,2176
PL22,UKI1,2267
PL22,UKI2,2233
PL22,UKJ1,2263
PL22,UKJ2,2208
PL22,UKJ3,2299
PL22,UKJ4,2140
PL22,UKK1,2307
PL22,UKK2,2352
PL22,UKK3,2504
PL22,UKK4,2391
PL22,UKL1,2446
PL22,UKL2,2410
PL22,UKM2,2765
PL22,UKM3,2730
PL22,UKM5,2934
PL22,UKM6,3006
PL22,UKN0,3192
PL31,AT11,1095
PL31,AT12,1030
PL31,AT13,1009
PL31,AT21,1425
PL31,AT22,1234
PL31,AT31,1242
PL31,AT32,1442
PL31,AT33,1614
PL31,AT34,1786
PL31,BE10,2146
PL31,BE21,2153
PL31,BE22,2095
PL31,BE23,2205
PL31,BE24,2187
PL31,BE25,2276
PL31,BE31,2175
PL31,BE32,2229
PL31,BE33,2063
PL31,BE34,2007
PL31,BE35,2161
PL31,BG31,983
PL31,BG32,985
PL31,BG33,1058
PL31,BG34,1148
PL31,BG41,1112
PL31,BG42,1163
PL31,CY00,3159
PL31,CZ01,759
PL31,CZ02,768
PL31,CZ03,853
PL31,CZ04,845
PL31,CZ05,669
PL31,CZ06,637
PL31,CZ07,552
PL31,CZ08,467
PL31,DE11,1558
PL31,DE12,1593
PL31,DE13,1735
PL31,DE14,1634
PL31,DE21,1482
PL31,DE22,1296
PL31,DE23,1297
PL31,DE24,1279
PL31,DE25,1360
PL31,DE26,1423
PL31,DE27,1540
PL31,DE30,1244
PL31,DE40,1201
PL31,DE50,1704
PL31,DE60,1755
PL31,DE71,1596
PL31,DE72,1596
PL31,DE73,1487
PL31,DE80,1471
PL31,DE91,1448
PL31,DE92,1544
PL31,DE93,1656
PL31,DE94,1732
PL31,DEA1,1798
PL31,DEA2,1776
PL31,DEA3,1776
PL31,DEA4,1632
PL31,DEA5,1697
PL31,DEB1,1588
PL31,DEB2,1746
PL31,DEB3,1616
PL31,DEC0,1730
PL31,DED2,979
PL31,DED4,1085
PL31,DED5,1083
PL31,DEE0,1264
PL31,DEF0,1707
PL31,DEG0,1243
PL31,DK01,2328
PL31,DK02,2301
PL31,DK03,2140
PL31,DK04,2226
PL31,DK05,2355
PL31,EE00,876
PL31,EL11,1621
PL31,EL12,1574
PL31,EL13,1655
PL31,EL14,1735
PL31,EL21,1797
PL31,EL22,2127
PL31,EL23,1976
PL31,EL24,1894
PL31,EL25,2149
PL31,EL30,2060
PL31,EL41,2352
PL31,EL42,2810
PL31,EL43,3096
PL31,ES11,3701
PL31,ES12,3478
PL31,ES13,3315
PL31,ES21,3212
PL31,ES22,3206
PL31,ES23,3261
PL31,ES24,3397
PL31,ES30,3534
PL31,ES41,3369
PL31,ES42,3588
PL31,ES43,3705
PL31,ES51,3257
PL31,ES52,3607
PL31,ES53,4078
PL31,ES61,3964
PL31,ES62,3731
PL31,ES63,4390
PL31,ES64,4640
PL31,ES70,8004
PL31,FI19,1941
PL31,FI1B,1729
PL31,FI1C,1854
PL31,FI1D,2269
PL31,FI20,2090
PL31,FR10,2481
PL31,FR21,2057
PL31,FR22,2339
PL31,FR23,2553
PL31,FR24,2561
PL31,FR25,2739
PL31,FR26,2304
PL31,FR30,2211
PL31,FR41,1878
PL31,FR42,1771
PL31,FR43,2000
PL31,FR51,3029
PL31,FR52,3015
PL31,FR53,2892
PL31,FR61,3012
PL31,FR62,3231
PL31,FR63,2666
PL31,FR71,2479
PL31,FR72,2517
PL31,FR81,2953
PL31,FR82,2761
PL31,FR83,2848
PL31,HR03,1440
PL31,HR04,1090
PL31,HU10,748
PL31,HU21,779
PL31,HU22,792
PL31,HU23,948
PL31,HU31,560
PL31,HU32,565
PL31,HU33,721
PL31,IE01,3756
PL31,IE02,3650
PL31,ITC1,2210
PL31,ITC2,2255
PL31,ITC3,2288
PL31,ITC4,2017
PL31,ITF1,2327
PL31,ITF2,2513
PL31,ITF3,2600
PL31,ITF4,2791
PL31,ITF5,2808
PL31,ITF6,3099
PL31,ITG1,3492
PL31,ITG2,3296
PL31,ITH1,1680
PL31,ITH2,1809
PL31,ITH3,1755
PL31,ITH4,1552
PL31,ITH5,1923
PL31,ITI1,2050
PL31,ITI2,2086
PL31,ITI3,2117
PL31,ITI4,2264
PL31,LT00,498
PL31,LU00,1915
PL31,LV00,675
PL31,MT00,3835
PL31,NL11,1967
PL31,NL12,2007
PL31,NL13,1939
PL31,NL21,1923
PL31,NL22,1996
PL31,NL23,2019
PL31,NL31,2077
PL31,NL32,2080
PL31,NL33,2096
PL31,NL34,2204
PL31,NL41,2029
PL31,NL42,2002
PL31,PL11,287
PL31,PL12,216
PL31,PL21,308
PL31,PL22,369
PL31,PL31,90
PL31,PL32,187
PL31,PL33,183
PL31,PL34,273
PL31,PL41,574
PL31,PL42,774
PL31,PL43,729
PL31,PL51,555
PL31,PL52,442
PL31,PL61,516
PL31,PL62,409
PL31,PL63,601
PL31,PT11,3677
PL31,PT15,3931
PL31,PT16,3739
PL31,PT17,3953
PL31,PT18,3821
PL31,PT20,8563
PL31,PT30,6905
PL31,RO11,588
PL31,RO12,714
PL31,RO21,818
PL31,RO22,966
PL31,RO31,873
PL31,RO32,901
PL31,RO41,836
PL31,RO42,696
PL31,SE11,2467
