start_location,end_location,total_distance
NL34,EE00,4039
NL34,EL11,4519
NL34,EL12,4282
NL34,EL13,4275
NL34,EL14,4508
NL34,EL21,4497
NL34,EL22,4665
NL34,EL23,4849
NL34,EL24,4762
NL34,EL25,5166
NL34,EL30,5004
NL34,EL41,5222
NL34,EL42,5699
NL34,EL43,5709
NL34,ES11,3195
NL34,ES12,2701
NL34,ES13,2429
NL34,ES21,2271
NL34,ES22,2326
NL34,ES23,2430
NL34,ES24,2531
NL34,ES30,2983
NL34,ES41,2776
NL34,ES42,3174
NL34,ES43,3457
NL34,ES51,2501
NL34,ES52,3190
NL34,ES53,3015
NL34,ES61,3825
NL34,ES62,3478
NL34,ES63,4179
NL34,ES64,4149
NL34,ES70,6659
NL34,FI19,3746
NL34,FI1B,3685
NL34,FI1C,3693
NL34,FI1D,4747
NL34,FI20,3127
NL34,FR10,689
NL34,FR21,677
NL34,FR22,525
NL34,FR23,739
NL34,FR24,1001
NL34,FR25,961
NL34,FR26,1113
NL34,FR30,316
NL34,FR41,760
NL34,FR42,1003
NL34,FR43,1151
NL34,FR51,1291
NL34,FR52,1428
NL34,FR53,1444
NL34,FR61,1821
NL34,FR62,1955
NL34,FR63,1453
NL34,FR71,1528
NL34,FR72,1381
NL34,FR81,2036
NL34,FR82,2070
NL34,FR83,2608
NL34,HR03,2829
NL34,HR04,2522
NL34,HU10,2636
NL34,HU21,2521
NL34,HU22,2328
NL34,HU23,2631
NL34,HU31,2866
NL34,HU32,2975
NL34,HU33,2905
NL34,IE01,1960
NL34,IE02,1769
NL34,ITC1,1859
NL34,ITC2,1672
NL34,ITC3,2040
NL34,ITC4,1793
NL34,ITF1,2856
NL34,ITF2,3063
NL34,ITF3,3227
NL34,ITF4,3479
NL34,ITF5,3515
NL34,ITF6,3841
NL34,ITG1,4157
NL34,ITG2,3041
NL34,ITH1,1810
NL34,ITH2,1930
NL34,ITH3,2047
NL34,ITH4,2206
NL34,ITH5,2151
NL34,ITI1,2321
NL34,ITI2,2615
NL34,ITI3,2543
NL34,ITI4,2828
NL34,LT00,3217
NL34,LU00,584
NL34,LV00,3521
NL34,MT00,4483
NL34,NL11,624
NL34,NL12,535
NL34,NL13,557
NL34,NL21,476
NL34,NL22,368
NL34,NL23,365
NL34,NL31,287
NL34,NL32,320
NL34,NL33,205
NL34,NL34,64
NL34,NL41,223
NL34,NL42,353
NL34,PL11,2325
NL34,PL12,2511
NL34,PL21,2518
NL34,PL22,2329
NL34,PL31,2835
NL34,PL32,2805
NL34,PL33,2599
NL34,PL34,2820
NL34,PL41,1991
NL34,PL42,1824
NL34,PL43,1731
NL34,PL51,1967
NL34,PL52,2161
NL34,PL61,2173
NL34,PL62,2521
NL34,PL63,2284
NL34,PT11,3370
NL34,PT15,4139
NL34,PT16,3496
NL34,PT17,3842
NL34,PT18,3709
NL34,PT20,6428
NL34,PT30,5759
NL34,RO11,3299
NL34,RO12,3678
NL34,RO21,3966
NL34,RO22,4389
NL34,RO31,3961
NL34,RO32,4084
NL34,RO41,3692
NL34,RO42,3203
NL34,SE11,2817
NL34,SE12,2693
NL34,SE21,2237
NL34,SE22,1770
NL34,SE23,2182
NL34,SE31,2800
NL34,SE32,3437
NL34,SE33,4209
NL34,SI01,2297
NL34,SI02,2246
NL34,SK01,2289
NL34,SK02,2382
NL34,SK03,2571
NL34,SK04,2817
NL34,UKC1,1267
NL34,UKC2,1345
NL34,UKD1,1422
NL34,UKD3,1176
NL34,UKD4,1264
NL34,UKD6,1163
NL34,UKD7,1225
NL34,UKE1,1045
NL34,UKE2,1162
NL34,UKE3,1056
NL34,UKE4,1127
NL34,UKF1,994
NL34,UKF2,881
NL34,UKF3,900
NL34,UKG1,971
NL34,UKG2,1060
NL34,UKG3,996
NL34,UKH1,728
NL34,UKH2,722
NL34,UKH3,627
NL34,UKI1,664
NL34,UKI2,662
NL34,UKJ1,797
NL34,UKJ2,686
NL34,UKJ3,832
NL34,UKJ4,547
NL34,UKK1,978
NL34,UKK2,1000
NL34,UKK3,1410
NL34,UKK4,1205
NL34,UKL1,1231
NL34,UKL2,1140
NL34,UKM2,1694
NL34,UKM3,1721
NL34,UKM5,1946
NL34,UKM6,2110
NL34,UKN0,1897
NL41,AT11,2082
NL41,AT12,1940
NL41,AT13,1983
NL41,AT21,1932
NL41,AT22,1953
NL41,AT31,1635
NL41,AT32,1622
NL41,AT33,1508
NL41,AT34,1321
NL41,BE10,249
NL41,BE21,159
NL41,BE22,182
NL41,BE23,266
NL41,BE24,237
NL41,BE25,367
NL41,BE31,283
NL41,BE32,350
NL41,BE33,279
NL41,BE34,461
NL41,BE35,342
NL41,BG31,3738
NL41,BG32,4050
NL41,BG33,4284
NL41,BG34,4312
NL41,BG41,3797
NL41,BG42,4031
NL41,CY00,6650
NL41,CZ01,1517
NL41,CZ02,1528
NL41,CZ03,1464
NL41,CZ04,1366
NL41,CZ05,1686
NL41,CZ06,1887
NL41,CZ07,2002
NL41,CZ08,2126
NL41,DE11,965
NL41,DE12,843
NL41,DE13,1059
NL41,DE14,1126
NL41,DE21,1337
NL41,DE22,1395
NL41,DE23,1226
NL41,DE24,1100
NL41,DE25,1073
NL41,DE26,856
NL41,DE27,1222
NL41,DE30,1250
NL41,DE40,1258
NL41,DE50,687
NL41,DE60,887
NL41,DE71,674
NL41,DE72,594
NL41,DE73,681
NL41,DE80,1231
NL41,DE91,811
NL41,DE92,708
NL41,DE93,806
NL41,DE94,536
NL41,DEA1,260
NL41,DEA2,318
NL41,DEA3,345
NL41,DEA4,537
NL41,DEA5,395
NL41,DEB1,488
NL41,DEB2,515
NL41,DEB3,715
NL41,DEC0,672
NL41,DED2,1338
NL41,DED4,1225
NL41,DED5,1113
NL41,DEE0,1014
NL41,DEF0,990
NL41,DEG0,950
NL41,DK01,1483
NL41,DK02,1415
NL41,DK03,1269
NL41,DK04,1406
NL41,DK05,1631
NL41,EE00,3842
NL41,EL11,4345
NL41,EL12,4118
NL41,EL13,4126
NL41,EL14,4341
NL41,EL21,4343
NL41,EL22,4470
NL41,EL23,4666
NL41,EL24,4645
NL41,EL25,5001
NL41,EL30,4854
NL41,EL41,5133
NL41,EL42,5505
NL41,EL43,5554
NL41,ES11,3336
NL41,ES12,2841
NL41,ES13,2575
NL41,ES21,2402
NL41,ES22,2426
NL41,ES23,2558
NL41,ES24,2634
NL41,ES30,3105
NL41,ES41,2910
NL41,ES42,3304
NL41,ES43,3619
NL41,ES51,2603
NL41,ES52,3330
NL41,ES53,3112
NL41,ES61,3944
NL41,ES62,3569
NL41,ES63,4302
NL41,ES64,4252
NL41,ES70,6794
NL41,FI19,3615
NL41,FI1B,3505
NL41,FI1C,3541
NL41,FI1D,4552
NL41,FI20,2959
NL41,FR10,815
NL41,FR21,698
NL41,FR22,639
NL41,FR23,893
NL41,FR24,1129
NL41,FR25,1117
NL41,FR26,1161
NL41,FR30,451
NL41,FR41,729
NL41,FR42,935
NL41,FR43,1125
NL41,FR51,1410
NL41,FR52,1578
NL41,FR53,1584
NL41,FR61,1986
NL41,FR62,2043
NL41,FR63,1570
NL41,FR71,1541
NL41,FR72,1514
NL41,FR81,2097
NL41,FR82,2069
NL41,FR83,2564
NL41,HR03,2578
NL41,HR04,2369
NL41,HU10,2471
NL41,HU21,2353
NL41,HU22,2186
NL41,HU23,2462
NL41,HU31,2680
NL41,HU32,2812
NL41,HU33,2734
NL41,IE01,2105
NL41,IE02,1934
NL41,ITC1,1832
NL41,ITC2,1642
NL41,ITC3,2013
NL41,ITC4,1733
NL41,ITF1,2796
NL41,ITF2,2999
NL41,ITF3,3148
NL41,ITF4,3458
NL41,ITF5,3433
NL41,ITF6,3759
NL41,ITG1,4077
NL41,ITG2,2986
NL41,ITH1,1670
NL41,ITH2,1788
NL41,ITH3,1951
NL41,ITH4,2038
NL41,ITH5,2061
NL41,ITI1,2280
NL41,ITI2,2537
NL41,ITI3,2490
NL41,ITI4,2780
NL41,LT00,3007
NL41,LU00,530
NL41,LV00,3317
NL41,MT00,4429
NL41,NL11,456
NL41,NL12,400
NL41,NL13,389
NL41,NL21,299
NL41,NL22,168
NL41,NL23,241
NL41,NL31,159
NL41,NL32,232
NL41,NL33,172
NL41,NL34,223
NL41,NL41,96
NL41,NL42,196
NL41,PL11,2119
NL41,PL12,2304
NL41,PL21,2310
NL41,PL22,2125
NL41,PL31,2624
NL41,PL32,2618
NL41,PL33,2409
NL41,PL34,2623
NL41,PL41,1777
NL41,PL42,1590
NL41,PL43,1516
NL41,PL51,1717
NL41,PL52,1956
NL41,PL61,1976
NL41,PL62,2325
NL41,PL63,2077
NL41,PT11,3492
NL41,PT15,4269
NL41,PT16,3699
NL41,PT17,3963
NL41,PT18,3861
NL41,PT20,6565
NL41,PT30,5905
NL41,RO11,3135
NL41,RO12,3540
NL41,RO21,3811
NL41,RO22,4219
NL41,RO31,3754
NL41,RO32,3918
NL41,RO41,3528
NL41,RO42,3051
NL41,SE11,2644
NL41,SE12,2507
NL41,SE21,2078
NL41,SE22,1598
NL41,SE23,1982
NL41,SE31,2621
NL41,SE32,3315
NL41,SE33,3963
NL41,SI01,2134
NL41,SI02,2085
NL41,SK01,2120
NL41,SK02,2212
NL41,SK03,2355
NL41,SK04,2571
NL41,UKC1,1416
NL41,UKC2,1489
NL41,UKD1,1577
NL41,UKD3,1354
NL41,UKD4,1436
NL41,UKD6,1331
NL41,UKD7,1391
NL41,UKE1,1194
NL41,UKE2,1316
NL41,UKE3,1216
NL41,UKE4,1291
NL41,UKF1,1160
NL41,UKF2,1052
NL41,UKF3,1062
NL41,UKG1,1153
NL41,UKG2,1236
NL41,UKG3,1168
NL41,UKH1,902
NL41,UKH2,902
NL41,UKH3,811
NL41,UKI1,845
NL41,UKI2,849
NL41,UKJ1,976
NL41,UKJ2,869
NL41,UKJ3,1012
NL41,UKJ4,727
NL41,UKK1,1161
NL41,UKK2,1184
NL41,UKK3,1599
NL41,UKK4,1400
NL41,UKL1,1412
NL41,UKL2,1321
NL41,UKM2,1844
NL41,UKM3,1870
NL41,UKM5,2069
NL41,UKM6,2264
NL41,UKN0,2056
NL42,AT11,1928
NL42,AT12,1785
NL42,AT13,1826
NL42,AT21,1779
NL42,AT22,1805
NL42,AT31,1486
NL42,AT32,1469
NL42,AT33,1365
NL42,AT34,1164
NL42,BE10,264
NL42,BE21,226
NL42,BE22,111
NL42,BE23,330
NL42,BE24,247
NL42,BE25,441
NL42,BE31,269
NL42,BE32,343
NL42,BE33,146
NL42,BE34,324
NL42,BE35,258
NL42,BG31,3560
NL42,BG32,3900
NL42,BG33,4093
NL42,BG34,4136
NL42,BG41,3658
NL42,BG42,3912
NL42,CY00,6474
NL42,CZ01,1404
NL42,CZ02,1413
NL42,CZ03,1348
NL42,CZ04,1254
NL42,CZ05,1585
NL42,CZ06,1748
NL42,CZ07,1896
NL42,CZ08,2017
NL42,DE11,802
NL42,DE12,669
NL42,DE13,910
NL42,DE14,961
NL42,DE21,1194
NL42,DE22,1249
NL42,DE23,1070
NL42,DE24,945
NL42,DE25,908
NL42,DE26,700
NL42,DE27,1062
NL42,DE30,1183
NL42,DE40,1197
NL42,DE50,683
NL42,DE60,879
NL42,DE71,522
NL42,DE72,454
NL42,DE73,574
NL42,DE80,1224
NL42,DE91,730
NL42,DE92,646
NL42,DE93,783
NL42,DE94,560
NL42,DEA1,172
NL42,DEA2,179
NL42,DEA3,304
NL42,DEA4,480
NL42,DEA5,295
NL42,DEB1,344
NL42,DEB2,364
NL42,DEB3,560
NL42,DEC0,507
NL42,DED2,1233
NL42,DED4,1087
NL42,DED5,1027
NL42,DEE0,935
NL42,DEF0,1003
NL42,DEG0,837
NL42,DK01,1487
NL42,DK02,1431
NL42,DK03,1290
NL42,DK04,1431
NL42,DK05,1635
NL42,EE00,3813
NL42,EL11,4184
NL42,EL12,3970
NL42,EL13,3963
NL42,EL14,4183
NL42,EL21,4179
NL42,EL22,4356
NL42,EL23,4523
NL42,EL24,4465
NL42,EL25,4847
NL42,EL30,4693
NL42,EL41,4917
NL42,EL42,5314
NL42,EL43,5392
NL42,ES11,3322
NL42,ES12,2871
NL42,ES13,2562
NL42,ES21,2382
NL42,ES22,2411
NL42,ES23,2542
NL42,ES24,2631
NL42,ES30,3094
NL42,ES41,2903
NL42,ES42,3256
NL42,ES43,3592
NL42,ES51,2509
NL42,ES52,3264
NL42,ES53,3001
NL42,ES61,3910
NL42,ES62,3537
NL42,ES63,4282
NL42,ES64,4234
NL42,ES70,6785
NL42,FI19,3622
NL42,FI1B,3511
NL42,FI1C,3514
NL42,FI1D,4542
NL42,FI20,2961
NL42,FR10,800
NL42,FR21,607
NL42,FR22,634
NL42,FR23,905
NL42,FR24,1095
NL42,FR25,1147
NL42,FR26,1050
NL42,FR30,489
NL42,FR41,580
NL42,FR42,796
NL42,FR43,979
NL42,FR51,1430
NL42,FR52,1614
NL42,FR53,1600
NL42,FR61,1943
NL42,FR62,2024
NL42,FR63,1570
NL42,FR71,1401
NL42,FR72,1477
NL42,FR81,1964
NL42,FR82,1939
NL42,FR83,2411
NL42,HR03,2413
NL42,HR04,2215
NL42,HU10,2327
NL42,HU21,2216
NL42,HU22,2006
NL42,HU23,2300
NL42,HU31,2582
NL42,HU32,2662
NL42,HU33,2552
NL42,IE01,2227
NL42,IE02,2025
NL42,ITC1,1662
NL42,ITC2,1493
NL42,ITC3,1859
NL42,ITC4,1583
NL42,ITF1,2631
NL42,ITF2,2838
NL42,ITF3,3009
NL42,ITF4,3274
NL42,ITF5,3241
NL42,ITF6,3581
NL42,ITG1,3945
NL42,ITG2,2802
NL42,ITH1,1506
NL42,ITH2,1624
NL42,ITH3,1809
NL42,ITH4,1898
NL42,ITH5,1928
NL42,ITI1,2124
NL42,ITI2,2377
NL42,ITI3,2339
NL42,ITI4,2644
NL42,LT00,2951
NL42,LU00,381
NL42,LV00,3272
NL42,MT00,4272
NL42,NL11,549
NL42,NL12,517
NL42,NL13,470
NL42,NL21,364
NL42,NL22,254
NL42,NL23,366
NL42,NL31,289
NL42,NL32,374
NL42,NL33,337
NL42,NL34,353
NL42,NL41,196
NL42,NL42,78
NL42,PL11,2040
NL42,PL12,2245
NL42,PL21,2219
NL42,PL22,2021
NL42,PL31,2553
NL42,PL32,2502
NL42,PL33,2343
NL42,PL34,2557
NL42,PL41,1718
NL42,PL42,1538
NL42,PL43,1443
NL42,PL51,1622
NL42,PL52,1846
NL42,PL61,1906
NL42,PL62,2234
NL42,PL63,2014
NL42,PT11,3503
NL42,PT15,4263
NL42,PT16,3678
NL42,PT17,3982
NL42,PT18,3852
NL42,PT20,6640
NL42,PT30,5904
NL42,RO11,2981
NL42,RO12,3366
NL42,RO21,3692
NL42,RO22,4042
NL42,RO31,3679
NL42,RO32,3761
NL42,RO41,3400
NL42,RO42,2891
NL42,SE11,2648
NL42,SE12,2516
NL42,SE21,2083
NL42,SE22,1586
NL42,SE23,1998
NL42,SE31,2674
NL42,SE32,3303
NL42,SE33,4067
NL42,SI01,1981
NL42,SI02,1917
NL42,SK01,1960
NL42,SK02,2050
NL42,SK03,2222
NL42,SK04,2489
NL42,UKC1,1532
NL42,UKC2,1609
NL42,UKD1,1701
NL42,UKD3,1453
NL42,UKD4,1545
NL42,UKD6,1436
NL42,UKD7,1499
NL42,UKE1,1307
NL42,UKE2,1424
NL42,UKE3,1324
NL42,UKE4,1400
NL42,UKF1,1261
NL42,UKF2,1163
NL42,UKF3,1171
NL42,UKG1,1245
NL42,UKG2,1342
NL42,UKG3,1265
NL42,UKH1,1000
NL42,UKH2,1002
NL42,UKH3,904
NL42,UKI1,935
NL42,UKI2,941
NL42,UKJ1,1071
NL42,UKJ2,946
NL42,UKJ3,1101
NL42,UKJ4,803
NL42,UKK1,1250
NL42,UKK2,1271
NL42,UKK3,1682
NL42,UKK4,1483
NL42,UKL1,1504
NL42,UKL2,1420
NL42,UKM2,1956
NL42,UKM3,1977
NL42,UKM5,2182
NL42,UKM6,2359
NL42,UKN0,2148
PL11,AT11,1136
PL11,AT12,1036
PL11,AT13,1010
PL11,AT21,1524
PL11,AT22,1320
PL11,AT31,1273
PL11,AT32,1462
PL11,AT33,1720
PL11,AT34,1942
PL11,BE10,2283
PL11,BE21,2218
PL11,BE22,2134
PL11,BE23,2326
PL11,BE24,2291
PL11,BE25,2427
PL11,BE31,2283
PL11,BE32,2363
PL11,BE33,2136
PL11,BE34,2207
PL11,BE35,2257
PL11,BG31,2295
PL11,BG32,2444
PL11,BG33,2618
PL11,BG34,2729
PL11,BG41,2563
PL11,BG42,2758
PL11,CY00,5227
PL11,CZ01,881
PL11,CZ02,866
PL11,CZ03,1070
PL11,CZ04,1006
PL11,CZ05,713
PL11,CZ06,825
PL11,CZ07,625
PL11,CZ08,496
PL11,DE11,1747
PL11,DE12,1835
PL11,DE13,2031
PL11,DE14,1838
PL11,DE21,1566
PL11,DE22,1319
PL11,DE23,1333
PL11,DE24,1324
PL11,DE25,1449
PL11,DE26,1562
PL11,DE27,1687
PL11,DE30,945
PL11,DE40,930
PL11,DE50,1646
PL11,DE60,1486
PL11,DE71,1743
PL11,DE72,1693
PL11,DE73,1543
PL11,DE80,1233
PL11,DE91,1378
PL11,DE92,1460
PL11,DE93,1491
PL11,DE94,1738
PL11,DEA1,1889
PL11,DEA2,1906
PL11,DEA3,1785
PL11,DEA4,1605
PL11,DEA5,1791
PL11,DEB1,1829
PL11,DEB2,2033
PL11,DEB3,1851
PL11,DEC0,2034
PL11,DED2,859
PL11,DED4,1066
PL11,DED5,1079
PL11,DEE0,1166
PL11,DEF0,1527
PL11,DEG0,1283
PL11,DK01,1742
PL11,DK02,1714
PL11,DK03,1822
PL11,DK04,1941
PL11,DK05,2111
PL11,EE00,2099
PL11,EL11,3012
PL11,EL12,2862
PL11,EL13,2910
PL11,EL14,3138
PL11,EL21,3184
PL11,EL22,3359
PL11,EL23,3507
PL11,EL24,3447
PL11,EL25,3811
PL11,EL30,3655
PL11,EL41,3765
PL11,EL42,4246
PL11,EL43,4356
PL11,ES11,5237
PL11,ES12,4720
PL11,ES13,4431
PL11,ES21,4189
PL11,ES22,4223
PL11,ES23,4347
PL11,ES24,4343
PL11,ES30,4872
PL11,ES41,4748
PL11,ES42,4977
PL11,ES43,5403
PL11,ES51,3923
PL11,ES52,4739
PL11,ES53,4344
PL11,ES61,5624
PL11,ES62,5007
PL11,ES63,5929
PL11,ES64,5727
PL11,ES70,8607
PL11,FI19,2636
PL11,FI1B,2306
PL11,FI1C,2489
PL11,FI1D,3348
PL11,FI20,2422
PL11,FR10,2755
PL11,FR21,2439
PL11,FR22,2658
PL11,FR23,2930
PL11,FR24,3005
PL11,FR25,3158
PL11,FR26,2659
PL11,FR30,2504
PL11,FR41,2220
PL11,FR42,2043
PL11,FR43,2394
PL11,FR51,3379
PL11,FR52,3637
PL11,FR53,3456
PL11,FR61,3745
PL11,FR62,3644
PL11,FR63,3279
PL11,FR71,2820
PL11,FR72,2986
PL11,FR81,3441
PL11,FR82,3151
PL11,FR83,2953
PL11,HR03,2030
PL11,HR04,1537
PL11,HU10,1075
PL11,HU21,1151
PL11,HU22,1127
PL11,HU23,1351
PL11,HU31,988
PL11,HU32,1087
PL11,HU33,1320
PL11,IE01,4172
PL11,IE02,4013
PL11,ITC1,2623
PL11,ITC2,2648
PL11,ITC3,2673
PL11,ITC4,2325
PL11,ITF1,2711
PL11,ITF2,2925
PL11,ITF3,3137
PL11,ITF4,3214
PL11,ITF5,3211
PL11,ITF6,3652
PL11,ITG1,4120
PL11,ITG2,3544
PL11,ITH1,1918
PL11,ITH2,2061
PL11,ITH3,2070
PL11,ITH4,1802
PL11,ITH5,2303
PL11,ITI1,2483
PL11,ITI2,2597
PL11,ITI3,2479
PL11,ITI4,2876
PL11,LT00,1159
PL11,LU00,2141
PL11,LV00,1583
PL11,MT00,4397
PL11,NL11,1922
PL11,NL12,2025
PL11,NL13,1908
PL11,NL21,1908
PL11,NL22,2008
PL11,NL23,2062
PL11,NL31,2065
PL11,NL32,2112
PL11,NL33,2174
PL11,NL34,2325
PL11,NL41,2119
PL11,NL42,2040
PL11,PL11,124
PL11,PL12,306
PL11,PL21,447
PL11,PL22,363
PL11,PL31,532
PL11,PL32,607
PL11,PL33,301
PL11,PL34,653
PL11,PL41,415
PL11,PL42,831
PL11,PL43,661
PL11,PL51,500
PL11,PL52,369
PL11,PL61,421
PL11,PL62,625
PL11,PL63,682
PL11,PT11,5393
PL11,PT15,6080
PL11,PT16,5511
PL11,PT17,5830
PL11,PT18,5653
PL11,PT20,8556
PL11,PT30,7788
PL11,RO11,1359
PL11,RO12,1725
PL11,RO21,1879
PL11,RO22,2337
PL11,RO31,2093
PL11,RO32,2243
PL11,RO41,2032
PL11,RO42,1566
PL11,SE11,2111
PL11,SE12,2258
PL11,SE21,1751
PL11,SE22,1754
PL11,SE23,2256
PL11,SE31,2583
PL11,SE32,2925
PL11,SE33,3692
PL11,SI01,1498
PL11,SI02,1644
PL11,SK01,935
PL11,SK02,807
PL11,SK03,706
PL11,SK04,763
PL11,UKC1,3411
PL11,UKC2,3429
PL11,UKD1,3561
PL11,UKD3,3356
PL11,UKD4,3439
PL11,UKD6,3371
PL11,UKD7,3422
PL11,UKE1,3196
PL11,UKE2,3297
PL11,UKE3,3222
PL11,UKE4,3303
PL11,UKF1,3199
PL11,UKF2,3107
PL11,UKF3,3094
PL11,UKG1,3208
PL11,UKG2,3276
PL11,UKG3,3222
PL11,UKH1,2939
PL11,UKH2,2969
PL11,UKH3,2881
PL11,UKI1,2902
PL11,UKI2,2912
PL11,UKJ1,3041
PL11,UKJ2,2933
PL11,UKJ3,3098
PL11,UKJ4,2803
PL11,UKK1,3241
PL11,UKK2,3257
PL11,UKK3,3680
PL11,UKK4,3451
PL11,UKL1,3453
PL11,UKL2,3373
PL11,UKM2,3746
PL11,UKM3,3798
PL11,UKM5,3911
PL11,UKM6,4093
PL11,UKN0,4069
PL12,AT11,1375
PL12,AT12,1263
PL12,AT13,1246
PL12,AT21,1780
PL12,AT22,1564
PL12,AT31,1525
PL12,AT32,1743
PL12,AT33,1978
PL12,AT34,2225
PL12,BE10,2470
PL12,BE21,2422
PL12,BE22,2315
PL12,BE23,2511
PL12,BE24,2476
PL12,BE25,2628
PL12,BE31,2485
PL12,BE32,2547
PL12,BE33,2327
PL12,BE34,2456
PL12,BE35,2460
PL12,BG31,2353
PL12,BG32,2488
PL12,BG33,2648
PL12,BG34,2773
PL12,BG41,2628
PL12,BG42,2796
PL12,CY00,5271
PL12,CZ01,1159
PL12,CZ02,1152
PL12,CZ03,1357
PL12,CZ04,1264
PL12,CZ05,993
PL12,CZ06,1063
PL12,CZ07,885
PL12,CZ08,750
PL12,DE11,2046
PL12,DE12,2110
PL12,DE13,2323
PL12,DE14,2145
PL12,DE21,1842
PL12,DE22,1606
PL12,DE23,1609
PL12,DE24,1600
PL12,DE25,1731
PL12,DE26,1817
PL12,DE27,1966
PL12,DE30,1117
PL12,DE40,1132
PL12,DE50,1778
PL12,DE60,1651
PL12,DE71,2013
PL12,DE72,1960
PL12,DE73,1810
PL12,DE80,1348
PL12,DE91,1576
PL12,DE92,1638
PL12,DE93,1691
PL12,DE94,1921
PL12,DEA1,2088
PL12,DEA2,2152
PL12,DEA3,1989
PL12,DEA4,1796
PL12,DEA5,1979
PL12,DEB1,2084
PL12,DEB2,2284
PL12,DEB3,2156
PL12,DEC0,2306
PL12,DED2,1134
PL12,DED4,1323
PL12,DED5,1328
PL12,DEE0,1396
PL12,DEF0,1683
PL12,DEG0,1563
PL12,DK01,1833
PL12,DK02,1865
PL12,DK03,1956
PL12,DK04,2032
PL12,DK05,2225
PL12,EE00,1846
PL12,EL11,3097
PL12,EL12,3031
PL12,EL13,3062
PL12,EL14,3279
PL12,EL21,3320
PL12,EL22,3551
PL12,EL23,3628
PL12,EL24,3531
PL12,EL25,3932
PL12,EL30,3777
PL12,EL41,3844
PL12,EL42,4281
PL12,EL43,4473
PL12,ES11,5522
PL12,ES12,5012
PL12,ES13,4729
PL12,ES21,4511
PL12,ES22,4525
PL12,ES23,4632
PL12,ES24,4648
PL12,ES30,5187
PL12,ES41,5018
PL12,ES42,5287
PL12,ES43,5732
PL12,ES51,4217
PL12,ES52,4956
PL12,ES53,4675
PL12,ES61,5925
PL12,ES62,5308
PL12,ES63,6214
PL12,ES64,5987
PL12,ES70,8876
PL12,FI19,2452
PL12,FI1B,2057
PL12,FI1C,2237
PL12,FI1D,2947
PL12,FI20,2217
PL12,FR10,2989
PL12,FR21,2728
PL12,FR22,2875
PL12,FR23,3119
PL12,FR24,3254
PL12,FR25,3391
PL12,FR26,2986
PL12,FR30,2686
PL12,FR41,2481
PL12,FR42,2337
PL12,FR43,2677
PL12,FR51,3656
PL12,FR52,3854
PL12,FR53,3738
PL12,FR61,4066
PL12,FR62,3965
PL12,FR63,3572
PL12,FR71,3101
PL12,FR72,3282
PL12,FR81,3700
PL12,FR82,3467
PL12,FR83,3236
PL12,HR03,2286
PL12,HR04,1803
PL12,HU10,1272
PL12,HU21,1334
PL12,HU22,1341
PL12,HU23,1564
PL12,HU31,1125
PL12,HU32,1211
PL12,HU33,1502
PL12,IE01,4286
PL12,IE02,4146
PL12,ITC1,2910
PL12,ITC2,2924
PL12,ITC3,2965
PL12,ITC4,2597
PL12,ITF1,2992
PL12,ITF2,3155
PL12,ITF3,3355
PL12,ITF4,3407
PL12,ITF5,3471
PL12,ITF6,3861
PL12,ITG1,4346
PL12,ITG2,3738
PL12,ITH1,2144
PL12,ITH2,2297
PL12,ITH3,2346
PL12,ITH4,2033
PL12,ITH5,2555
PL12,ITI1,2745
PL12,ITI2,2817
PL12,ITI3,2741
PL12,ITI4,3096
PL12,LT00,900
PL12,LU00,2404
PL12,LV00,1314
PL12,MT00,4629
PL12,NL11,2093
PL12,NL12,2210
PL12,NL13,2094
PL12,NL21,2082
PL12,NL22,2186
PL12,NL23,2239
PL12,NL31,2275
PL12,NL32,2324
PL12,NL33,2363
PL12,NL34,2511
PL12,NL41,2304
PL12,NL42,2245
PL12,PL11,306
PL12,PL12,135
PL12,PL21,616
PL12,PL22,593
PL12,PL31,390
PL12,PL32,596
PL12,PL33,374
PL12,PL34,393
PL12,PL41,592
PL12,PL42,963
PL12,PL43,862
PL12,PL51,770
PL12,PL52,647
PL12,PL61,442
PL12,PL62,447
PL12,PL63,678
PL12,PT11,5670
PL12,PT15,6358
PL12,PT16,5789
PL12,PT17,6110
PL12,PT18,6010
PL12,PT20,8845
PL12,PT30,8071
PL12,RO11,1399
PL12,RO12,1760
PL12,RO21,1871
PL12,RO22,2312
PL12,RO31,2155
PL12,RO32,2226
PL12,RO41,2075
PL12,RO42,1674
PL12,SE11,2037
PL12,SE12,2131
PL12,SE21,1708
PL12,SE22,1806
PL12,SE23,2294
PL12,SE31,2455
PL12,SE32,2857
PL12,SE33,3444
PL12,SI01,1751
PL12,SI02,1932
PL12,SK01,1174
PL12,SK02,1059
PL12,SK03,903
PL12,SK04,864
PL12,UKC1,3558
PL12,UKC2,3631
PL12,UKD1,3741
PL12,UKD3,3533
PL12,UKD4,3615
PL12,UKD6,3538
PL12,UKD7,3611
PL12,UKE1,3371
PL12,UKE2,3481
PL12,UKE3,3418
PL12,UKE4,3491
PL12,UKF1,3370
PL12,UKF2,3287
PL12,UKF3,3274
PL12,UKG1,3424
PL12,UKG2,3441
PL12,UKG3,3407
PL12,UKH1,3124
PL12,UKH2,3168
PL12,UKH3,3062
PL12,UKI1,3101
PL12,UKI2,3106
PL12,UKJ1,3211
PL12,UKJ2,3151
PL12,UKJ3,3281
PL12,UKJ4,2993
PL12,UKK1,3440
PL12,UKK2,3470
PL12,UKK3,3861
